|||Sütunlar|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Satırlar|||Adana-1|Adıyaman-2|Afyonkarahisar-3|Aksaray-68|Amasya-5|Ankara-6|Antalya-7|Ardahan-75|Artvin-8|Aydın-9|Ağrı-4|Balıkesir-10|Bartın-74|Batman-72|Bayburt-69|Bilecik-11|Bingöl-12|Bitlis-13|Bolu-14|Burdur-15|Bursa-16|Denizli-20|Diyarbakır-21|Düzce-81|Edirne-22|Elazığ-23|Erzincan-24|Erzurum-25|Eskişehir-26|Gaziantep-27|Giresun-28|Gümüşhane-29|Hakkari-30|Hatay-31|Isparta-32|Iğdır-76|Kahramanmaraş-46|Karabük-78|Karaman-70|Kars-36|Kastamonu-37|Kayseri-38|Kilis-79|Kocaeli-41|Konya-42|Kütahya-43|Kırklareli-39|Kırıkkale-71|Kırşehir-40|Malatya-44|Manisa-45|Mardin-47|Mersin-33|Muğla-48|Muş-49|Nevşehir-50|Niğde-51|Ordu-52|Osmaniye-80|Rize-53|Sakarya-54|Samsun-55|Siirt-56|Sinop-57|Sivas-58|Tekirdağ-59|Tokat-60|Trabzon-61|Tunceli-62|Uşak-64|Van-65|Yalova-77|Yozgat-66|Zonguldak-67|Çanakkale-17|Çankırı-18|Çorum-19|İstanbul-34|İzmir-35|Şanlıurfa-63|Şırnak-73|
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||2011|96.0|67.0|5.0|15.0|8.0|87.0|64.0|8.0|1.0|14.0|171.0|12.0|1.0|95.0|3.0|1.0|53.0|71.0|4.0|5.0|55.0|12.0|264.0|7.0|7.0|26.0|13.0|55.0|8.0|142.0|10.0|7.0|85.0|63.0|8.0|20.0|45.0|1.0|1.0|35.0|4.0|33.0|4.0|36.0|56.0|6.0|3.0|3.0|6.0|39.0|19.0|124.0|61.0|20.0|90.0|5.0|7.0|13.0|14.0|9.0|16.0|22.0|96.0|10.0|11.0|11.0|13.0|25.0|1.0|4.0|327.0|9.0|19.0|2.0|4.0|3.0|6.0|421.0|78.0|685.0|129.0|
||2012|85.0|59.0|14.0|8.0|5.0|81.0|55.0|1.0|4.0|18.0|132.0|12.0|1.0|84.0|3.0|6.0|29.0|47.0||7.0|52.0|10.0|199.0|6.0|4.0|20.0|8.0|57.0|8.0|109.0|6.0|1.0|64.0|52.0|4.0|26.0|32.0|1.0|4.0|22.0|3.0|38.0|3.0|32.0|34.0|1.0|2.0|9.0|1.0|29.0|18.0|100.0|73.0|11.0|92.0|2.0|11.0|12.0|27.0|3.0|15.0|17.0|54.0|6.0|20.0|20.0|9.0|25.0|1.0|4.0|293.0|1.0|13.0|4.0|4.0|1.0|7.0|406.0|74.0|518.0|125.0|
||2013|76.0|57.0|9.0|3.0|3.0|94.0|48.0|7.0|5.0|14.0|101.0|7.0|1.0|76.0|1.0|5.0|29.0|36.0||2.0|40.0|8.0|168.0|3.0|4.0|16.0|1.0|40.0|7.0|97.0|5.0|4.0|45.0|48.0|3.0|14.0|26.0||3.0|16.0|4.0|37.0|5.0|19.0|36.0|1.0|3.0|7.0|3.0|30.0|24.0|99.0|61.0|9.0|61.0|1.0|3.0|7.0|16.0|8.0|12.0|21.0|43.0|3.0|11.0|17.0|6.0|29.0|1.0|1.0|244.0|2.0|6.0|5.0|2.0||10.0|352.0|69.0|418.0|98.0|
||2014|56.0|40.0|5.0|8.0|4.0|88.0|58.0|2.0|4.0|16.0|60.0|22.0|1.0|58.0|1.0|3.0|23.0|30.0|2.0|4.0|38.0|7.0|132.0|1.0|3.0|25.0|9.0|51.0|5.0|89.0|4.0|1.0|47.0|36.0|4.0|13.0|37.0|1.0|2.0|18.0|2.0|26.0|6.0|16.0|45.0|2.0|4.0|2.0|3.0|24.0|14.0|67.0|56.0|20.0|50.0|3.0|8.0|10.0|14.0|13.0|16.0|15.0|61.0||12.0|10.0|4.0|22.0|2.0|3.0|149.0|6.0|8.0|3.0|9.0||7.0|344.0|77.0|376.0|97.0|
||2015|69.0|44.0|9.0|4.0|2.0|121.0|57.0||4.0|12.0|56.0|6.0|1.0|62.0||2.0|14.0|24.0|3.0|3.0|43.0|11.0|141.0|6.0|6.0|19.0|5.0|26.0|9.0|67.0|6.0|1.0|42.0|48.0|4.0|10.0|29.0|4.0|5.0|13.0|2.0|31.0|3.0|31.0|36.0|9.0|3.0|3.0|3.0|22.0|17.0|71.0|52.0|27.0|34.0|3.0||9.0|20.0|4.0|11.0|8.0|29.0|3.0|8.0|19.0|12.0|22.0|2.0|5.0|148.0|3.0|6.0|8.0|1.0|4.0|9.0|387.0|64.0|304.0|69.0|
||2016|58.0|42.0|9.0|6.0|6.0|115.0|71.0|2.0|7.0|17.0|29.0|13.0|2.0|39.0|1.0||17.0|30.0|4.0|2.0|46.0|13.0|116.0|3.0|7.0|23.0|4.0|26.0|13.0|70.0|4.0|2.0|34.0|47.0|4.0|7.0|43.0|3.0|5.0|13.0|2.0|19.0|4.0|35.0|37.0|4.0|3.0|3.0|3.0|28.0|16.0|56.0|50.0|27.0|30.0|2.0|8.0|11.0|9.0|13.0|9.0|24.0|29.0|2.0|13.0|16.0|6.0|28.0|2.0|4.0|80.0|2.0|7.0|5.0|5.0|1.0|7.0|415.0|71.0|265.0|49.0|
||2017|79.0|43.0|6.0|5.0|5.0|114.0|60.0||9.0|28.0|40.0|8.0||52.0|1.0||23.0|23.0|4.0|3.0|42.0|9.0|109.0|1.0|7.0|20.0|2.0|25.0|5.0|68.0|7.0|2.0|12.0|51.0|9.0|10.0|33.0|1.0|1.0|14.0|1.0|29.0|2.0|45.0|33.0|4.0|1.0|7.0|4.0|22.0|15.0|50.0|56.0|23.0|25.0|4.0|7.0|5.0|12.0|12.0|13.0|14.0|31.0|2.0|17.0|15.0|5.0|14.0||4.0|107.0|6.0|7.0|3.0|9.0|1.0|2.0|407.0|98.0|246.0|53.0|
|Annenin yaş grubu:50+|2009|9.0|12.0||1.0||11.0|12.0|1.0|1.0|4.0|41.0|2.0||32.0|||9.0|26.0|||4.0|1.0|35.0|1.0||6.0|1.0|18.0|2.0|13.0|2.0||28.0|5.0|3.0|6.0|4.0|||7.0||5.0|1.0|5.0|4.0|2.0|||||4.0|21.0|16.0|4.0|33.0|3.0||1.0|2.0||4.0|3.0|22.0||2.0|6.0|2.0|3.0||1.0|77.0||3.0|1.0|||2.0|61.0|7.0|78.0|33.0|
||2010|20.0|8.0|1.0||1.0|6.0|7.0|1.0|||29.0|2.0||17.0|1.0|4.0|5.0|10.0|||6.0|1.0|40.0|||3.0|2.0|10.0|2.0|18.0|||23.0|10.0|1.0|4.0|7.0|||5.0|2.0|5.0||4.0|6.0|||||2.0|3.0|20.0|7.0|5.0|41.0||1.0|1.0|1.0||2.0|1.0|25.0|1.0|4.0|1.0||3.0|||69.0||2.0|||||57.0|9.0|85.0|23.0|
||2011|7.0|6.0|1.0|1.0|2.0|3.0|7.0||1.0|1.0|26.0|||19.0|||6.0|9.0|||2.0|1.0|26.0|||4.0|1.0|12.0||7.0|1.0|2.0|12.0|5.0||1.0|4.0|1.0||6.0||2.0|1.0|3.0|1.0|||||4.0|4.0|12.0|5.0|2.0|23.0||1.0|1.0|3.0|1.0|2.0|1.0|19.0||2.0|1.0|||||43.0|1.0|2.0|1.0|||1.0|39.0|8.0|54.0|16.0|
||2012|8.0|6.0||||6.0|7.0|||5.0|21.0|1.0|1.0|13.0||1.0|3.0|13.0|||4.0||24.0|1.0||5.0||6.0||12.0|1.0||10.0|7.0||3.0|2.0|||2.0||2.0||6.0|3.0|1.0|1.0|||5.0|6.0|12.0|3.0|1.0|17.0|4.0|2.0||1.0||2.0|1.0|13.0|||1.0|2.0|1.0|1.0||42.0|2.0|3.0||||1.0|35.0|7.0|64.0|15.0|
||2013|8.0|6.0|1.0|||4.0|8.0|1.0|||26.0|||12.0|||5.0|7.0|||6.0||26.0|||4.0|1.0|6.0|2.0|15.0|1.0||9.0|3.0|||3.0|||3.0||3.0||3.0|2.0|||1.0||2.0|3.0|11.0|2.0|1.0|15.0|||2.0|6.0|2.0|2.0|1.0|12.0||1.0|1.0|1.0|4.0||1.0|31.0||3.0|||||50.0|8.0|51.0|17.0|
||2014|6.0|3.0||||9.0|6.0|||1.0|11.0|2.0||5.0|||2.0|7.0|||11.0||21.0|||1.0||7.0|1.0|9.0||1.0|11.0|2.0||1.0|2.0||1.0|4.0||4.0||1.0|3.0|||||4.0|1.0|12.0|6.0|3.0|8.0||1.0|1.0|2.0|||3.0|13.0||2.0|1.0|1.0|1.0||1.0|41.0|2.0||2.0|1.0||1.0|42.0|7.0|72.0|14.0|
||2015|13.0|9.0||||18.0|6.0|||4.0|19.0|2.0||11.0|1.0||4.0|8.0|2.0||5.0|2.0|13.0|1.0||1.0||7.0||9.0|||8.0|23.0|1.0|3.0|1.0||1.0|2.0|1.0|4.0||2.0|3.0|1.0||||3.0|9.0|16.0|14.0|1.0|7.0||1.0||3.0|2.0|1.0|2.0|14.0|||1.0||3.0|||35.0|1.0||2.0|||2.0|49.0|18.0|50.0|20.0|
||2016|11.0||2.0|||27.0|10.0||2.0|1.0|17.0|6.0||9.0|1.0||6.0|8.0|||6.0|4.0|15.0|1.0||||6.0||16.0|2.0||11.0|13.0||3.0|4.0||1.0|1.0||1.0||6.0|2.0|1.0||||7.0|3.0|11.0|6.0|2.0|11.0|||4.0|1.0|1.0|2.0|3.0|9.0||1.0|2.0||1.0|1.0|1.0|40.0|3.0|||1.0||1.0|74.0|21.0|57.0|21.0|
||2017|10.0|7.0|1.0||1.0|5.0|4.0|||4.0|11.0|1.0||3.0||2.0|6.0|7.0|||6.0|1.0|12.0|1.0||||4.0|4.0|8.0|||10.0|3.0|1.0|4.0|6.0||1.0|2.0||||2.0|1.0|||||3.0|3.0|7.0|11.0|1.0|8.0|1.0||3.0|3.0||5.0|2.0|6.0||2.0|3.0|1.0|5.0|1.0|3.0|31.0|||||||65.0|15.0|52.0|18.0|
|Annenin yaş grubu:Bilinmeyen|2009|165.0|28.0|45.0|62.0|8.0|454.0|645.0|11.0|32.0|125.0|48.0|108.0|13.0|49.0|4.0|3.0|12.0|13.0|12.0|5.0|369.0|58.0|84.0|23.0|44.0|34.0|7.0|34.0|41.0|178.0|26.0|20.0|36.0|266.0|11.0|38.0|64.0|13.0|13.0|10.0|9.0|96.0|25.0|164.0|127.0|36.0|25.0|14.0|27.0|35.0|84.0|181.0|130.0|223.0|22.0|31.0|9.0|67.0|33.0|32.0|74.0|85.0|21.0|5.0|57.0|89.0|28.0|84.0|4.0|19.0|120.0|35.0|50.0|33.0|24.0|12.0|52.0|2366.0|455.0|202.0|62.0|
||2010|199.0|22.0|50.0|59.0|16.0|531.0|775.0|2.0|20.0|124.0|48.0|85.0|11.0|66.0|4.0|6.0|20.0|12.0|14.0|5.0|324.0|66.0|69.0|33.0|19.0|21.0|4.0|37.0|41.0|177.0|38.0|9.0|28.0|298.0|17.0|37.0|61.0|14.0|7.0|13.0|8.0|90.0|31.0|172.0|107.0|33.0|23.0|19.0|21.0|28.0|79.0|267.0|117.0|236.0|28.0|25.0|13.0|59.0|32.0|34.0|85.0|88.0|15.0|7.0|48.0|78.0|22.0|90.0|4.0|19.0|72.0|27.0|57.0|31.0|29.0|14.0|47.0|2557.0|423.0|249.0|73.0|
||2011|160.0|21.0|18.0|23.0|10.0|345.0|449.0|3.0|10.0|88.0|25.0|45.0|8.0|51.0|2.0|13.0|13.0|10.0|12.0|9.0|162.0|37.0|60.0|22.0|12.0|20.0|2.0|17.0|28.0|168.0|11.0|8.0|11.0|190.0|14.0|12.0|43.0|4.0|11.0|15.0|5.0|63.0|24.0|86.0|107.0|15.0|8.0|15.0|16.0|24.0|49.0|159.0|95.0|138.0|11.0|16.0|6.0|27.0|19.0|17.0|54.0|54.0|14.0|5.0|20.0|51.0|27.0|58.0|1.0|11.0|41.0|22.0|37.0|19.0|14.0|5.0|29.0|1749.0|261.0|175.0|48.0|
||2012|154.0|28.0|31.0|39.0|13.0|409.0|592.0|4.0|14.0|102.0|36.0|65.0|6.0|63.0|3.0|15.0|12.0|11.0|10.0|14.0|186.0|35.0|83.0|18.0|25.0|30.0|8.0|19.0|41.0|211.0|16.0|18.0|31.0|246.0|33.0|17.0|42.0|9.0|11.0|10.0|11.0|67.0|45.0|116.0|88.0|25.0|15.0|21.0|29.0|30.0|53.0|216.0|143.0|184.0|15.0|20.0|17.0|29.0|15.0|14.0|85.0|57.0|29.0|3.0|27.0|44.0|28.0|55.0|5.0|9.0|45.0|37.0|45.0|13.0|20.0|11.0|32.0|2184.0|310.0|213.0|99.0|
||2013|176.0|33.0|36.0|29.0|20.0|471.0|663.0|2.0|16.0|96.0|32.0|88.0|6.0|91.0|9.0|18.0|3.0|3.0|18.0|18.0|235.0|63.0|80.0|35.0|19.0|21.0|16.0|31.0|36.0|261.0|20.0|11.0|25.0|307.0|29.0|33.0|41.0|15.0|12.0|16.0|10.0|103.0|50.0|146.0|114.0|25.0|12.0|28.0|35.0|42.0|68.0|219.0|139.0|182.0|20.0|25.0|19.0|24.0|29.0|22.0|79.0|67.0|18.0|15.0|41.0|56.0|32.0|52.0|3.0|27.0|43.0|45.0|51.0|28.0|29.0|16.0|36.0|2684.0|346.0|257.0|100.0|
||2014|254.0|31.0|54.0|93.0|18.0|507.0|525.0|4.0|12.0|77.0|45.0|73.0|7.0|145.0|9.0|25.0|9.0|8.0|29.0|21.0|216.0|85.0|123.0|35.0|16.0|29.0|24.0|43.0|58.0|587.0|30.0|27.0|29.0|572.0|40.0|23.0|90.0|20.0|20.0|14.0|20.0|100.0|119.0|153.0|126.0|30.0|16.0|41.0|28.0|59.0|53.0|387.0|226.0|140.0|13.0|51.0|16.0|44.0|50.0|16.0|79.0|91.0|25.0|6.0|60.0|61.0|22.0|74.0|4.0|18.0|54.0|35.0|64.0|39.0|17.0|19.0|74.0|2605.0|334.0|539.0|133.0|
||2015|366.0|32.0|71.0|71.0|16.0|620.0|611.0|8.0|15.0|95.0|39.0|72.0|9.0|163.0|4.0|12.0|8.0|8.0|33.0|20.0|298.0|53.0|122.0|24.0|16.0|20.0|9.0|42.0|57.0|562.0|23.0|19.0|26.0|730.0|41.0|27.0|78.0|28.0|30.0|15.0|52.0|116.0|176.0|162.0|166.0|43.0|13.0|20.0|47.0|50.0|68.0|378.0|292.0|118.0|29.0|25.0|49.0|55.0|46.0|18.0|82.0|97.0|22.0|14.0|46.0|55.0|49.0|86.0|3.0|30.0|59.0|49.0|74.0|43.0|24.0|21.0|98.0|2702.0|417.0|675.0|145.0|
||2016|284.0|35.0|67.0|114.0|32.0|467.0|543.0|7.0|9.0|79.0|27.0|73.0|5.0|88.0|3.0|28.0|11.0|8.0|23.0|21.0|237.0|59.0|75.0|28.0|16.0|38.0|54.0|30.0|104.0|293.0|22.0|28.0|34.0|487.0|33.0|26.0|68.0|30.0|49.0|10.0|50.0|112.0|61.0|161.0|171.0|46.0|22.0|47.0|60.0|45.0|73.0|285.0|230.0|106.0|13.0|35.0|11.0|58.0|30.0|20.0|104.0|103.0|19.0|16.0|58.0|43.0|41.0|83.0|1.0|32.0|42.0|46.0|62.0|40.0|28.0|35.0|123.0|2583.0|327.0|476.0|96.0|
||2017|192.0|34.0|83.0|211.0|31.0|772.0|327.0|2.0|5.0|92.0|21.0|111.0|6.0|26.0|7.0|41.0|5.0|5.0|52.0|20.0|214.0|54.0|58.0|69.0|18.0|20.0|44.0|53.0|201.0|148.0|59.0|24.0|10.0|371.0|47.0|20.0|74.0|83.0|72.0|11.0|58.0|115.0|14.0|114.0|224.0|114.0|8.0|104.0|156.0|47.0|107.0|141.0|202.0|92.0|6.0|69.0|18.0|91.0|13.0|15.0|109.0|187.0|11.0|25.0|102.0|38.0|57.0|103.0|1.0|61.0|48.0|65.0|102.0|52.0|22.0|52.0|194.0|2334.0|303.0|234.0|40.0|
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
